,TF,Target
46617,EP300,CTNNA1
46618,GATA3,RNF19A
46619,CREBBP,NAA15
46620,LMO2,DKC1
46621,FLI1,REPS1
46622,GABPA,RRBP1
46623,GABPA,VEZF1
46624,ELF1,PDLIM2
46625,TBX21,RPL7A
46626,CEBPA,SNX1
46627,JUND,IPCEF1
46628,TCF12,ACTN4
46629,TBP,CPSF3
46630,MEF2C,PPM1M
46631,CEBPA,CXXC1
46632,ESRRA,GAPVD1
46633,MEF2C,SMCO4
46634,CDK9,HNRNPU
46635,NFYB,STRA13
46636,STAT5B,SEMA4A
46637,GATA3,TRIM14
46638,LMO2,POLR3H
46639,CREBBP,PNPLA6
46640,TAF1,ATP6V1G1
46641,MAZ,BRD8
46642,POU2F1,DERL2
46643,CDK9,LUC7L3
46644,TBP,UQCRH
46645,CEBPA,SPEN
46646,LMO2,FBXL12
46647,RXRA,EML2
46648,RXRA,RPL18
46649,ETV6,TMSB4X
46650,FOS,GLB1
46651,CDK9,STAT3
46652,CEBPA,TM2D2
46653,CREBBP,CPSF3
46654,TAF1,GATAD2B
46655,FOXP1,RAC1
46656,MAZ,CALM1
46657,MAZ,SH3BP1
46658,POU2F1,MALAT1
46659,TAF1,SSBP3
46660,IRF1,ICE2
46661,FLI1,SNHG8
46662,GABPA,TOLLIP
46663,LMO2,TMEM173
46664,MAZ,NME4
46665,TBL1XR1,CREM
46666,SPIB,PPP1CA
46667,EP300,RNF181
46668,ATF2,IPCEF1
46669,TAF1,PLA2G16
46670,TBP,CLK1
46671,EP300,RPS2
46672,GABPA,CDK6
46673,GATA3,RAD23B
46674,STAT5B,FAM127A
46675,STAT1,ATP11A
46676,POLR2A,GZMM
46677,CDK9,GRINA
46678,GABPA,ACYP2
46679,EP300,CEP290
46680,LYL1,RCBTB2
46681,MAZ,RPS27
46682,BHLHE40,JUNB
46683,GABPA,TRAPPC6B
46684,GATA3,OSCAR
46685,JUND,PRKCH
46686,SPI1,HINT1
46687,SPI1,PDE12
46688,FLI1,BTBD7
46689,BCL11A,TNFRSF25
46690,MAZ,APOL1
46691,LMO2,CSF2RA
46692,EP300,MTHFR
46693,PML,SH3BP1
46694,MAZ,TMEM38B
46695,STAT1,WSB1
46696,MAZ,PTPRJ
46697,EP300,CAMLG
46698,BHLHE40,CTDP1
46699,FOXP1,TRAPPC10
46700,RXRA,ALDOC
46701,POLR2A,THRA
46702,POLR2A,PMAIP1
46703,SPIB,ALOX5AP
46704,BATF,C18orf25
46705,CTBP2,OTUD4
46706,EP300,SH2D3A
46707,SPI1,CCNL1
46708,IRF5,HIVEP3
46709,CREBBP,CLK1
46710,SREBF2,PLXDC2
46711,GABPA,LSM10
46712,LMO2,PANK2
46713,BATF,MT-ND5
46714,CTBP2,PDZD11
46715,ATF2,DENND2D
46716,RUNX3,PRPSAP1
46717,TBX21,SMCO4
46718,CTBP2,VPREB3
46719,IRF1,TIA1
46720,EP300,MKL1
46721,ELF1,GALNT2
46722,GABPA,ATG7
46723,POU2F1,SLC39A3
46724,POU2F2,SCLT1
46725,MYC,STK4
46726,FOS,NADSYN1
46727,CEBPA,TMX3
46728,CEBPA,FAHD2A
46729,FOS,NEK7
46730,CEBPA,RAB3GAP1
46731,CREBBP,EIF4G2
46732,GATA3,ITPK1
46733,TBP,BCL2L1
46734,EP300,ECE1
46735,BATF,PSTPIP2
46736,FOXP1,SH3BGRL
46737,ETS1,NOC4L
46738,CBFB,SIGLEC10
46739,BATF,KTN1
46740,IRF1,EFCAB2
46741,EP300,AK5
46742,POU2F2,EHBP1L1
46743,EP300,MARCH8
46744,BCL6,ARL5B
46745,CREBBP,TTC37
46746,ATF2,PRKCH
46747,CREBBP,TMED5
46748,GABPA,ASH2L
46749,CTBP2,B2M
46750,BCL6,HINT1
46751,RUNX3,TRAF1
46752,BCL6,PDE12
46753,BHLHE40,LBH
46754,IRF1,CLEC7A
46755,ETS1,EIF1AX
46756,ESRRA,BATF
46757,BHLHE40,CPNE2
46758,SPI1,RPS3
46759,FOXP1,TBXAS1
46760,RXRA,RALGPS2
46761,RXRA,C9orf114
46762,CEBPA,CD37
46763,BATF,ARNT
46764,CDK9,GAPDH
46765,CEBPA,RNF38
46766,CTBP2,SEL1L
46767,EP300,CHP1
46768,RXRA,ZBTB7B
46769,CREBBP,BCL2L1
46770,BRD3,FOSB
46771,FLI1,MYCBP2
46772,BCL6,CCNL1
46773,POU2F2,RPS9
46774,EP300,SH2D2A
46775,LMO2,CD53
46776,CDK9,RAP1B
46777,RARA,CERK
46778,BCL6,RERE
46779,GATA3,TRIM33
46780,LYL1,ZFP91
46781,RARA,CCDC88A
46782,RAD21,TCF12
46783,RUNX3,ADPRM
46784,CEBPA,SELL
46785,ETS1,LUC7L3
46786,NFYB,LMO2
46787,ZNF143,PLEKHB1
46788,JUND,RPS18
46789,ETS1,RPUSD4
46790,MAZ,CASP2
46791,CDK9,PLP2
46792,TCF12,TMSB10
46793,CDK9,LPIN1
46794,IRF5,FES
46795,MAZ,FAM43A
46796,MAZ,ACOT8
46797,CDK9,TAPBPL
46798,RXRA,CD44
46799,FOS,JUNB
46800,BATF,RPS12
46801,SPI1,LMAN2
46802,MYC,PDLIM7
46803,RXRA,ANKIB1
46804,SPI1,DUS1L
46805,FOS,CTDP1
46806,TAF1,CDC37L1
46807,BCL6,RPS3
46808,MAZ,DYNC1LI2
46809,SREBF2,DNAJC5
46810,FOS,ITGA5
46811,FOS,TAF1
46812,CEBPA,ARRDC3
46813,EP300,SEC11A
46814,GABPA,SNHG19
46815,BCL6,LPAR6
46816,RUNX3,SMARCD1
46817,ATF2,ATF3
46818,BHLHE40,FUCA2
46819,ETS1,GRINA
46820,RARA,BANK1
46821,MAZ,POGK
46822,ETS1,FOS
46823,RUNX3,DUSP6
46824,EP300,LEPROT
46825,STAT5B,TUBA1C
46826,FOS,SCO1
46827,ELF1,NR1H2
46828,BHLHE40,HRH2
46829,RXRA,ARFIP1
46830,POLR2A,CHD3
46831,ESRRA,SYPL1
46832,MAZ,ELF1
46833,CBFB,PRR34-AS1
46834,IRF1,CTSH
46835,TAF1,SMARCAD1
46836,BATF,DUSP1
46837,GATA3,MNAT1
46838,IRF1,ATF5
46839,TBP,SSR1
46840,STAT4,CXXC5
46841,RXRA,BORCS5
46842,BATF,CD5
46843,MAZ,TRUB2
46844,ATF3,ADK
46845,TAF1,ARPC5
46846,ATF3,PTPN11
46847,CTBP2,SUPT3H
46848,STAT5B,MAFB
46849,FOS,LBH
46850,RXRA,PHYH
46851,CDK9,PPP2R5C
46852,JUND,MTFP1
46853,CREBBP,CCDC186
46854,SPI1,MED13L
46855,IRF1,ZBTB4
46856,TAF1,GPRIN3
46857,IRF1,EDEM1
46858,BCL6,DUS1L
46859,IRF1,TSPO
46860,GABPA,FAM117A
46861,MEF2C,CHN2
46862,ATF3,ISY1
46863,MEF2C,RGS3
46864,CBFB,CXXC5
46865,SPI1,EHMT1
46866,BATF,NFAT5
46867,EP300,PPP1R35
46868,MAZ,ARID5B
46869,FLI1,CLCN3
46870,CBFB,NCLN
46871,SPIB,TRAM1
46872,ATF3,STX6
46873,POLR2A,SERPINB1
46874,CREBBP,ARHGEF1
46875,JUND,STAT5B
46876,FOS,RCSD1
46877,GATA3,CAPZB
46878,ELF1,ARHGAP9
46879,BCL6,PIGK
46880,CEBPA,UTP4
46881,FOS,EIF2S3
46882,FLI1,ARL6IP5
46883,IRF1,CTNNA1
46884,EP300,HIST1H1D
46885,NFYB,RPS20
46886,TBX21,YWHAB
46887,TCF12,MORF4L1
46888,BHLHE40,ENSA
46889,GABPA,DNAJB11
46890,BCL6,MRPS2
46891,CDK9,UGCG
46892,RUNX3,APBB1
46893,ETS1,RAP1B
46894,ETS1,LSG1
46895,BRD3,SNRNP70
46896,TAF1,CCDC28B
46897,ZNF143,ZBTB38
46898,RXRA,PLP2
46899,BCL6,MED13L
46900,POU2F2,PTPN11
46901,BHLHE40,COASY
46902,FOS,CCDC66
46903,CTBP2,CLEC12A
46904,TBP,GSS
46905,STAT5B,P2RX4
46906,TBX21,SLA2
46907,MAZ,COX5A
46908,STAT4,ENTPD6
46909,BCL6,EHMT1
46910,ZNF143,VKORC1
46911,BATF,NINJ1
46912,SPI1,CMTR2
46913,FOXP1,RASGRP2
46914,BATF,NCOA3
46915,CDK9,NUP214
46916,CTBP2,CDC14A
46917,POU2F1,NUP98
46918,POLR2A,CNPY3
46919,GATA3,THRA
46920,CEBPA,UBE2K
46921,BCL6,SLC31A2
46922,CDK9,RHOH
46923,POU2F2,STX6
46924,BATF,SF1
46925,STAT5B,MT-ND3
46926,ATF2,NR1D2
46927,CBFB,PML
46928,FOS,HRH2
46929,RARA,ITGA5
46930,MAZ,RPL3
46931,RARA,TAF1
46932,ESRRA,MAPKAPK3
46933,SPI1,STUB1
46934,SPI1,RBMXL1
46935,CREBBP,GSS
46936,IRF1,RNF181
46937,TBP,REEP3
46938,TBX21,GIMAP8
46939,IRF1,FLOT1
46940,MYC,ADRBK1
46941,ELF1,GGCX
46942,NFYB,PLXDC2
46943,RXRA,OAS2
46944,GABPA,LST1
46945,IRF1,CEP290
46946,BCL11A,ARHGAP30
46947,RXRA,N4BP2L2
46948,GATA3,DTWD1
46949,EP300,ZRANB2
46950,ETV6,SIRPG
46951,STAT4,RPL8
46952,CTBP2,IL13RA1
46953,ETS1,MAP4K4
46954,CDK9,TWF1
46955,FOXP1,CREBL2
46956,BCL6,CMTR2
46957,SPI1,DCTN4
46958,STAT1,MKNK1
46959,LMO2,MT-CO1
46960,STAT4,RPL14
46961,FOS,MYL6
46962,RUNX3,TPGS1
46963,TBP,ADAP1
46964,IRF1,SH2D3A
46965,GABPA,BAZ1A
46966,ETS1,PPP2R5C
46967,LMO2,MAPK14
46968,SPI1,SORL1
46969,CDK9,COTL1
46970,JUND,DDX10
46971,SPIB,HDAC7
46972,CTBP2,FAM98B
46973,FOXP1,TDRD3
46974,RXRA,CDC42SE1
46975,EGR1,RCE1
46976,SPIB,P2RX5
46977,POU2F2,TSPAN14
46978,STAT5B,STK17B
46979,CEBPA,TNFAIP8L1
46980,MAX,CCNL1
46981,SPI1,HNMT
46982,RARA,NDRG1
46983,BRD3,CLPTM1L
46984,RXRA,PNMA1
46985,MAZ,FAM122A
46986,LYL1,GABPB1-AS1
46987,SPIB,EPHX2
46988,IRF1,CYSTM1
46989,TAF1,HDAC10
46990,CREBBP,SCYL1
46991,IRF1,ECE1
46992,MAZ,CALU
46993,JUND,SNRPG
46994,FLI1,MORC2
46995,RARA,RCSD1
46996,FOXP1,IGF2R
46997,IRF1,AK5
46998,CREBBP,ADAP1
46999,STAT4,BHLHE40
47000,NFYB,AP2S1
47001,CTBP2,RAB31
47002,CTBP2,SSR4
47003,BHLHE40,CSGALNACT2
47004,GABPA,ITGB2-AS1
47005,MAZ,GLB1
47006,CEBPA,CD59
47007,LMO2,FERMT3
47008,CTBP2,CXCR3
47009,FOXP1,MT-CO3
47010,TCF12,CERK
47011,BHLHE40,AP3D1
47012,JUND,PRRC1
47013,CDK9,C5AR1
47014,STAT5B,FBP1
47015,IRF5,POLR3H
47016,BCL11A,GEMIN7
47017,CREBBP,FAM217B
47018,ELF1,PIGC
47019,CEBPA,SLC10A3
47020,CEBPA,TSC22D2
47021,RXRA,PILRA
47022,MEF2C,LTBR
47023,EP300,KPNA3
47024,CBFB,MAST3
47025,CBFB,BHLHE40
47026,IRF1,CHP1
47027,GABPA,CCDC130
47028,TBP,FOSB
47029,ATF2,DDX10
47030,ETS1,UAP1
47031,CREBBP,HMGA1
47032,EGR1,CSNK1E
47033,GABPA,PARP4
47034,BCL6,CLEC4E
47035,NFYB,DNAJC5
47036,CDK9,SEPT11
47037,POLR2A,ESRRA
47038,BATF,TRAF1
47039,ETV6,GBP5
47040,BATF,PTPRC
47041,GATA3,CHD3
47042,ELF1,PAF1
47043,CDK9,SLC8A1
47044,CEBPA,TRAPPC2
47045,EP300,CBX1
47046,ETS1,LYPLAL1
47047,BHLHE40,MT-CO2
47048,CTBP2,TM2D2
47049,CREBBP,FOSB
47050,ATF3,GMPPA
47051,FLI1,SFI1
47052,GABPA,MED6
47053,BCL11A,BIRC3
47054,STAT1,NLRC5
47055,POU2F2,FOXN2
47056,RAD21,TNFAIP8L1
47057,STAT4,CARS
47058,STAT4,TTC7A
47059,TBX21,MYL12B
47060,JUND,INTS5
47061,POLR2A,ITGAL
47062,BRD3,CD320
47063,CDK9,RNF19A
47064,MAZ,NADSYN1
47065,JUND,RNF11
47066,GATA3,CBX3
47067,POU2F2,DOK2
47068,ESRRA,TNIK
47069,CDK9,SLC7A7
47070,ESRRA,DCAF15
47071,POLR2A,ISG20L2
47072,MEF2C,MSRB1
47073,ELF1,C18orf8
47074,ELF1,HSPA1A
47075,TAF1,SH3BP5
47076,CREBBP,SMPD1
47077,LMO2,ACAT2
47078,ATF3,PATL1
47079,RXRA,STX3
47080,EP300,EPS15L1
47081,CBFB,CARS
47082,POLR2A,AURKAIP1
47083,STAT1,CREBL2
47084,SPI1,FAM49A
47085,GABPA,GOLGA3
47086,CBFB,TTC7A
47087,CDK9,TRIM14
47088,BHLHE40,CD1D
47089,CBFB,FAM134C
47090,CEBPA,BAP1
47091,RARA,MYL6
47092,TBX21,LTBR
47093,FLI1,NEK9
47094,BCL6,MAP7D3
47095,ETS1,COTL1
47096,FLI1,SAMD3
47097,FLI1,ATP6V0E2
47098,POU2F2,FUS
47099,BATF,CD28
47100,FOXP1,LSM3
47101,BHLHE40,MDS2
47102,EP300,GYG1
47103,EP300,FBXW7
47104,MAZ,LGALS2
47105,POU2F1,MVB12A
47106,ATF2,DCAF10
47107,JUND,EML2
47108,TAF1,SYNE3
47109,JUND,RPL18
47110,FOXP1,CDK5RAP1
47111,FLI1,PARP1
47112,ZNF143,CALR
47113,BHLHE40,RPS13
47114,FOXP1,SLC40A1
47115,RUNX3,RPS3
47116,FLI1,TRMT6
47117,SPI1,CLINT1
47118,CTBP2,FAHD2A
47119,JUND,PTP4A2
47120,BCL6,MGST1
47121,EP300,ARHGAP15
47122,POU2F2,AC013264.2
47123,ZZZ3,MOGS
47124,ZZZ3,SYNGR1
47125,IRF1,CX3CR1
47126,ATF2,KIAA0232
47127,STAT5B,ARHGEF3
47128,IRF5,CD53
47129,EP300,AMZ2
47130,TBP,LCP1
47131,IRF5,RPL32
47132,MAZ,INPP5K
47133,SPI1,IFFO1
47134,MAZ,JUNB
47135,RUNX3,CTA-292E10.6
47136,ESRRA,TMSB4X
47137,EP300,SPNS1
47138,TBX21,HLA-A
47139,IRF1,GIMAP2
47140,NFYB,METTL12
47141,ATF3,KIAA0196
47142,BHLHE40,JAK2
47143,LMO2,DUSP22
47144,BHLHE40,DENND5A
47145,TAF1,PLEKHB1
47146,SPIB,SYTL1
47147,FOS,CTNNBIP1
47148,CDK9,OSCAR
47149,ETS1,PRAM1
47150,SPIB,CTSB
47151,FLI1,H3F3A
47152,RUNX3,CUL5
47153,ETS1,RAP1A
47154,MAZ,CTDP1
47155,POU2F2,EEF1B2
47156,TCF12,JUNB
47157,BATF,IGHM
47158,FOS,MT-CO2
47159,LMO2,SLC35A1
47160,MAZ,FAM96A
47161,TBP,SNRNP70
47162,SPI1,GNPTAB
47163,CEBPA,NUP85
47164,BHLHE40,DCK
47165,JUND,ALDOC
47166,STAT4,ATP13A1
47167,ETS1,SEPT11
47168,POU2F1,DAD1
47169,CREBBP,LCP1
47170,STAT5B,PPP6R2
47171,RXRA,TUBA1A
47172,CDK9,STAT5A
47173,RXRA,SLC8A1
47174,NFYB,SP100
47175,CEBPA,DGCR2
47176,RARA,MTHFD2
47177,MAZ,ZNF451
47178,POU2F2,ACER3
47179,MAZ,HELQ
47180,FLI1,RNF130
47181,BCL6,CLINT1
47182,GABPA,SCLT1
47183,EP300,STT3A
47184,IRF1,TRAF3IP3
47185,EP300,HIST1H4C
47186,POU2F1,PPP2R5C
47187,BHLHE40,DHX16
47188,ETV6,UBB
47189,CDK9,ZMYM5
47190,EP300,CREB3L2
47191,CDK9,ITPK1
47192,CEBPA,ZNF106
47193,NFYB,SLC1A5
47194,STAT1,SEPT9
47195,STAT5B,PDZD11
47196,EP300,GORASP2
47197,POU2F1,RCBTB2
47198,BHLHE40,ZFYVE27
47199,LMO2,ARSG
47200,GABPA,EHBP1L1
47201,LMO2,COQ2
47202,MAZ,LBH
47203,RXRA,BCL6
47204,EP300,EDEM2
47205,LMO2,PNP
47206,RUNX3,PHF23
47207,MAZ,CPNE2
47208,BHLHE40,TARSL2
47209,CEBPA,MRPL51
47210,CREBBP,CISD1
47211,SPI1,WDR45
47212,CDK9,PTPMT1
47213,ETS1,RNF19A
47214,IRF1,PLEKHA2
47215,ZZZ3,SCAMP1
47216,POU2F2,POU2F1
47217,ETS1,SLC7A7
47218,SPI1,ITFG1
47219,ZNF143,TMED1
47220,CTBP2,PTPN12
47221,FOS,MDS2
47222,STAT5B,B2M
47223,ETV6,SPRYD3
47224,GATA3,ARPC3
47225,ETS1,CDC27
47226,JUND,MPST
47227,NFYB,PYGO2
47228,JUND,RALGPS2
47229,JUND,C9orf114
47230,RUNX3,C20orf196
47231,IRF1,ZRANB2
47232,GABPA,RPS9
47233,FOXP1,RPS25
47234,RARA,INTS1
47235,JUND,ZBTB7B
47236,GABPA,ZBED5-AS1
47237,CBFB,LDHA
47238,RUNX3,MED13L
47239,FLI1,JAK1
47240,ATF3,PHF5A
47241,JUND,NCF2
47242,FOS,RPS13
47243,CDK9,TRIM33
47244,RARA,CD244
47245,FOXP1,RP11-727F15.9
47246,FLI1,HERPUD1
47247,POU2F2,SCAMP4
47248,TBP,CASP8
47249,ELF1,LTBP3
47250,FOXP1,RPPH1
47251,CEBPA,ELMO1
47252,RUNX3,SLC31A2
47253,FOS,JAK2
47254,CTBP2,DPYD
47255,ESRRA,MGST2
47256,RAD21,DGCR2
47257,CEBPA,UBE2F
47258,TBP,SIL1
47259,FLI1,SMNDC1
47260,TBP,CLPTM1L
47261,ELF1,LGALS8
47262,CTBP2,HELB
47263,SPI1,HMGB1
47264,ETS1,ERAP1
47265,GABPA,USP36
47266,STAT1,ATP6V1B2
47267,CTBP2,TBCD
47268,BCL6,ITFG1
47269,IRF1,MDM4
47270,RXRA,ZC3H4
47271,TAF1,POM121C
47272,POLR2A,MOGS
47273,POLR2A,ARAF
47274,CDK9,VPS26A
47275,CEBPA,CBFB
47276,LMO2,ID1
47277,MAZ,FUCA2
47278,TAF1,ZBTB38
47279,FOS,PSMG1
47280,CREBBP,ZNF143
47281,CREBBP,PARP8
47282,POLR2A,POU2F2
47283,LMO2,ARHGAP27
47284,ATF2,NCF2
47285,ELF1,SPN
47286,EP300,LRPPRC
47287,ETS1,OSCAR
47288,IRF1,LILRA1
47289,JUND,AGTRAP
47290,CEBPA,MBOAT7
47291,CTBP2,UTP4
47292,TAF1,VKORC1
47293,EP300,ATP2B4
47294,STAT4,FOSL2
47295,FOS,DHX16
47296,TCF12,PPP4C
47297,CREBBP,SIL1
47298,CREBBP,CLPTM1L
47299,EP300,VAMP7
47300,ATF2,SREBF2
47301,BHLHE40,MT-ND5
47302,RXRA,JUND
47303,TAF1,KANSL1-AS1
47304,NFYB,ALKBH3
47305,BRD3,BAD
47306,MEF2C,GBP1
47307,FOXP1,CDA
47308,MAZ,FAM63B
47309,RUNX3,TAPBP
47310,MYC,MBTPS1
47311,CBFB,FOSL2
47312,RUNX3,DCAF11
47313,ESRRA,DAZAP2
47314,CEBPA,E2F3
47315,EP300,NUP37
47316,JUND,EED
47317,ATF3,C9orf85
47318,JUND,ITGA6
47319,BCL6,SVIP
47320,LMO2,SLC8B1
47321,EP300,PELP1
47322,RUNX3,RAB35
47323,GATA3,GABPB1
47324,EP300,ANKRD36C
47325,RAD21,ELMO1
47326,FOXP1,GPR155
47327,MEF2C,ERN1
47328,NFYB,GIPC1
47329,EP300,SF3B5
47330,TBX21,CEBPD
47331,SPI1,ZDHHC24
47332,CEBPA,PRKAR2A
47333,CDK9,CAPZB
47334,MAZ,MRPL30
47335,TCF12,MYL6
47336,IRF5,MT-CO1
47337,MAZ,ENSA
47338,SPI1,SNX18
47339,TAF1,PITPNC1
47340,CEBPA,MAPKAPK2
47341,RXRA,ATP6V1G1
47342,CEBPA,BTG1
47343,CEBPA,VAMP4
47344,FOXP1,APAF1
47345,SPIB,PRPF19
47346,ESRRA,TRG-AS1
47347,ETS1,MFGE8
47348,CEBPA,RPS6
47349,POU2F1,RAP1A
47350,TAF1,SYNGR1
47351,STAT4,DESI2
47352,CDK9,CECR1
47353,MAZ,PACSIN2
47354,ETS1,PSMC6
47355,TCF12,RFC2
47356,SPI1,MGRN1
47357,EP300,MBD4
47358,RXRA,SSBP3
47359,CTBP2,SNRNP35
47360,SPI1,TNRC6C
47361,LMO2,FHL3
47362,POLR2A,NUDT1
47363,BCL11A,SEC11A
47364,ETS1,POGZ
47365,STAT5B,CLEC12A
47366,FOXP1,EMILIN2
47367,STAT4,LPCAT2
47368,IRF1,FBXW7
47369,TAF1,ENDOV
47370,EP300,WHAMM
47371,ATF3,SCGB3A1
47372,TBP,MPPE1
47373,RXRA,PLA2G16
47374,FOXP1,AASDH
47375,GABPA,LAMTOR3
47376,CDK9,THRA
47377,CDK9,PMAIP1
47378,CEBPA,ABI2
47379,POLR2A,STOM
47380,FOS,C18orf25
47381,POU2F2,ATP5L2
47382,POU2F2,MIR4435-2HG
47383,NFYB,RPL27A
47384,BRD3,RANBP1
47385,ETS1,EPC1
47386,CDK9,ACD
47387,CTBP2,MZT2B
47388,STAT4,TXNIP
47389,ELF1,LEO1
47390,RARA,TSHZ2
47391,CBFB,KIDINS220
47392,FOS,MT-ND5
47393,ETS1,VPS26A
47394,RUNX3,AIFM1
47395,GATA3,YPEL5
47396,SREBF2,SLC39A8
47397,CEBPA,CDC42SE2
47398,IRF1,AMZ2
47399,ELF1,FLAD1
47400,MAZ,NONO
47401,BCL11A,FCRLA
47402,MEF2C,PLAC8
47403,TBP,CAP1
47404,RUNX3,ITGB2
47405,CTBP2,CD59
47406,ATF3,PDLIM7
47407,EP300,SIRT2
47408,CDK9,DTWD1
47409,CDK9,CRTAP
47410,EP300,PLCL2
47411,IRF1,CD300E
47412,LYL1,KCNAB2
47413,BCL6,MGRN1
47414,CTBP2,TSC22D2
47415,STAT1,SH2B3
47416,POU2F2,AES
47417,TBX21,MAPK1
47418,IRF1,RP11-664D1.1
47419,ETS1,MNAT1
47420,GABPA,TRPT1
47421,TAF1,SCAMP1
47422,CEBPA,UBXN2B
47423,FLI1,GALNT2
47424,CEBPA,ADD1
47425,BATF,CEP68
47426,FLI1,SCAMP1-AS1
47427,MAZ,NKTR
47428,FOS,ARNT
47429,SPI1,CTR9
47430,ATF3,THEMIS
47431,FOXP1,LY86
47432,CREBBP,CAP1
47433,TCF12,PDLIM1
47434,MYC,DNMT1
47435,MAZ,TRPS1
47436,GATA3,RAB27A
47437,POU2F2,CTBP2
47438,CTBP2,MAPK6
47439,ESRRA,SIRPG
47440,GABPA,SLC35A3
47441,IRF1,STT3A
47442,IRF1,HIST1H4C
47443,ELF1,CBX4
47444,EP300,SRD5A3
47445,CBFB,KCNN4
47446,BATF,P2RY13
47447,FOXP1,RPS6KA4
47448,BCL6,CUL2
47449,CREBBP,COPS5
47450,IRF1,CREB3L2
47451,BRD3,IP6K2
47452,MAZ,CSGALNACT2
47453,IRF1,IRF8
47454,TCF12,INTS1
47455,MAZ,AP3D1
47456,STAT4,AGPAT3
47457,ETV6,LMO2
47458,ETS1,CAPZB
47459,POU2F1,ERAP1
47460,RUNX3,ARIH2
47461,BHLHE40,ACAA2
47462,NFYB,RPL28
47463,EP300,SLC35A4
47464,FOS,RPS12
47465,ZZZ3,BST1
47466,TBP,JUN
47467,BHLHE40,PTCH2
47468,STAT5B,CXCR3
47469,CDK9,PARP14
47470,TCF12,AP3D1
47471,SPI1,PPP1R3E
47472,TBP,KIAA1429
47473,EP300,TPR
47474,MAZ,C12orf45
47475,CEBPA,ANXA6
47476,ZZZ3,SHTN1
47477,IRF5,CD74
47478,TAF1,USP16
47479,GABPA,ZMAT3
47480,RUNX3,ZFAND3
47481,GATA3,POU2F2
47482,TAF1,CALR
47483,BHLHE40,NINJ1
47484,BHLHE40,NCOA3
47485,ATF3,RNPC3
47486,LMO2,H1F0
47487,ATF3,TSC22D3
47488,STAT1,EMILIN2
47489,SPI1,PCNA
47490,MEF2C,PTGER2
47491,CBFB,TWISTNB
47492,BCL11A,SDF4
47493,GATA3,DVL2
47494,CBFB,RGS19
47495,GABPA,CSRP1
47496,MAZ,BCAP29
47497,POU2F2,CD160
47498,ATF3,HLA-DPA1
47499,BHLHE40,SF1
47500,POU2F1,STAT5A
47501,BCL6,RPLP1
47502,RXRA,CDC37L1
47503,BATF,C1orf50
47504,CREBBP,MED17
47505,ESRRA,ZBTB43
47506,EP300,IK
47507,ETS1,THRA
47508,ATF3,ADGRE2
47509,FOS,RNF220
47510,FOS,DUSP1
47511,CREBBP,KIAA1429
47512,BCL11A,ZBTB10
47513,TCF12,USP4
47514,CEBPA,MZB1
47515,ETS1,ACD
47516,BHLHE40,MS4A1
47517,CDK9,OXR1
47518,RARA,MT-ND5
47519,GABPA,FOXN2
47520,RXRA,EIF4G3
47521,CEBPA,CD302
47522,CBFB,ATXN7
47523,LYL1,IP6K1
47524,CBFB,G6PD
47525,RXRA,SMARCAD1
47526,CDK9,CBX3
47527,STAT4,PPM1K
47528,TCF12,AGO2
47529,RARA,PSTPIP2
47530,STAT5A,DYRK1A
47531,CTBP2,RUNX2
47532,CTBP2,ADA
47533,ETS1,DTWD1
47534,MYC,UCP2
47535,ETS1,CRTAP
47536,FOS,NFAT5
47537,RXRA,ARPC5
47538,IRF1,NBEAL2
47539,SPI1,CSRNP1
47540,IRF1,ATP2B4
47541,BCL6,PCNA
47542,MAZ,CD1D
47543,BRD3,CXXC5
47544,TCF12,GLIPR2
47545,MEF2C,DPYSL2
47546,STAT1,NFKB1
47547,RXRA,GPRIN3
47548,POU2F2,TSC22D3
47549,RARA,CHRM3-AS2
47550,CEBPA,EIF3A
47551,MYC,KLC1
47552,EP300,PDLIM5
47553,FLI1,CD300LF
47554,BATF,INPP4A
47555,MAZ,RBM23
47556,RUNX3,SNRK
47557,POU2F2,HLA-DPA1
47558,JUND,EIF4E3
47559,GABPA,FUS
47560,MAZ,MDS2
47561,SPI1,DPP8
47562,JUND,APC
47563,TBX21,RPL36A
47564,POU2F1,PSMC6
47565,SREBF2,HMOX1
47566,CEBPA,ARPC4
47567,JUND,CAMK1
47568,LMO2,CD4
47569,SPI1,RASSF4
47570,SPI1,CCSER2
47571,ETV6,RPS20
47572,FLI1,SNX10
47573,EP300,NUCKS1
47574,NFYB,CMIP
47575,LMO2,C4orf3
47576,FOS,PTCH2
47577,ETS1,TMEM59
47578,TAF1,TMED1
47579,TCF12,MDS2
47580,TBX21,PTGER2
47581,ATF3,MRPL17
47582,BHLHE40,WDR55
47583,GABPA,AC013264.2
47584,LMO2,H3F3B
47585,IRF1,SF3B5
47586,FOS,NINJ1
47587,RAD21,MZB1
47588,MAZ,JAK2
47589,LMO2,HLA-G
47590,CDK9,CNPY3
47591,BCL6,CSRNP1
47592,MAZ,DENND5A
47593,RARA,RPS12
47594,RXRA,CCDC28B
47595,GATA3,STOM
47596,BCL6,VCAN
47597,BCL11A,LMNA
47598,RXRA,GATA3
47599,STAT4,DSCR3
47600,FOS,SF1
47601,FLI1,GGA2
47602,LYL1,MYL12A
47603,MAZ,CCDC167
47604,CEBPA,USP38
47605,GABPA,EEF1B2
47606,CDK9,FXN
47607,EP300,ATP11A
47608,ETS1,PPCDC
47609,ETS1,SENP5
